ID,Season,TeamName_A,TeamName_B,TeamID_A,TeamID_B,Score_A,Score_B,FGM_A,FGM_B,FGA_A,FGA_B,FGM3_A,FGM3_B,FGA3_A,FGA3_B,FTM_A,FTM_B,FTA_A,FTA_B,OR_A,OR_B,DR_A,DR_B,Ast_A,Ast_B,TO_A,TO_B,Stl_A,Stl_B,Blk_A,Blk_B,PF_A,PF_B,Region_A,Seed_A,Region_B,Seed_B
2024_1163_1287,2024,Connecticut,Morehead St,1163,1287,81.12903225806451,72.43333333333334,28.93548387096774,25.633333333333333,58.806451612903224,55.233333333333334,8.838709677419354,8.8,24.129032258064516,24.933333333333334,14.419354838709676,12.366666666666667,19.516129032258064,17.3,10.387096774193548,8.6,24.870967741935484,25.033333333333335,17.967741935483872,13.433333333333334,9.193548387096774,11.366666666666667,6.516129032258065,5.633333333333334,5.419354838709677,4.366666666666666,16.483870967741936,16.7,W,1,W,14
2024_1163_1450,2024,Connecticut,Washington St,1163,1450,81.12903225806451,74.87096774193549,28.93548387096774,27.483870967741936,58.806451612903224,58.935483870967744,8.838709677419354,6.451612903225806,24.129032258064516,18.70967741935484,14.419354838709676,13.451612903225806,19.516129032258064,19.161290322580644,10.387096774193548,9.838709677419354,24.870967741935484,25.580645161290324,17.967741935483872,12.451612903225806,9.193548387096774,9.903225806451612,6.516129032258065,5.225806451612903,5.419354838709677,4.806451612903226,16.483870967741936,16.93548387096774,W,1,W,7
2024_1163_1179,2024,Connecticut,Drake,1163,1179,81.12903225806451,80.27272727272727,28.93548387096774,28.424242424242426,58.806451612903224,59.57575757575758,8.838709677419354,8.606060606060606,24.129032258064516,23.606060606060606,14.419354838709676,14.818181818181818,19.516129032258064,19.424242424242426,10.387096774193548,6.757575757575758,24.870967741935484,25,17.967741935483872,15.878787878787879,9.193548387096774,8.878787878787879,6.516129032258065,6.393939393939394,5.419354838709677,1.5757575757575757,16.483870967741936,16.242424242424242,W,1,W,10
2024_1235_1163,2024,Iowa St,Connecticut,1235,1163,75.74193548387096,81.12903225806451,27.29032258064516,28.93548387096774,58.96774193548387,58.806451612903224,6.516129032258065,8.838709677419354,18.741935483870968,24.129032258064516,14.645161290322582,14.419354838709676,21.225806451612904,19.516129032258064,9.548387096774194,10.387096774193548,21.677419354838708,24.870967741935484,15.741935483870968,17.967741935483872,10.64516129032258,9.193548387096774,10.419354838709676,6.516129032258065,3.032258064516129,5.419354838709677,16.580645161290324,16.483870967741936,W,2,W,1
2024_1163_1355,2024,Connecticut,S Dakota St,1163,1355,81.12903225806451,75.51612903225806,28.93548387096774,27.387096774193548,58.806451612903224,57.064516129032256,8.838709677419354,8.32258064516129,24.129032258064516,22.967741935483872,14.419354838709676,12.419354838709678,19.516129032258064,17.35483870967742,10.387096774193548,6.806451612903226,24.870967741935484,24.677419354838708,17.967741935483872,12.709677419354838,9.193548387096774,10.935483870967742,6.516129032258065,5.935483870967742,5.419354838709677,3,16.483870967741936,14.838709677419354,W,1,W,15
2024_1314_1163,2024,North Carolina,Connecticut,1314,1163,81.61290322580645,81.12903225806451,28.06451612903226,28.93548387096774,62.354838709677416,58.806451612903224,8,8.838709677419354,22.322580645161292,24.129032258064516,17.483870967741936,14.419354838709676,23.258064516129032,19.516129032258064,10.419354838709678,10.387096774193548,27.70967741935484,24.870967741935484,14.225806451612904,17.967741935483872,9.870967741935484,9.193548387096774,5.870967741935484,6.516129032258065,4.193548387096774,5.419354838709677,16.838709677419356,16.483870967741936,X,1,W,1
2024_1163_1224,2024,Connecticut,Howard,1163,1224,81.12903225806451,74.51724137931035,28.93548387096774,24.82758620689655,58.806451612903224,55.6551724137931,8.838709677419354,7.9655172413793105,24.129032258064516,21.448275862068964,14.419354838709676,16.89655172413793,19.516129032258064,22.620689655172413,10.387096774193548,9.10344827586207,24.870967741935484,22.79310344827586,17.967741935483872,13.689655172413794,9.193548387096774,14.03448275862069,6.516129032258065,6.103448275862069,5.419354838709677,2.8275862068965516,16.483870967741936,19.03448275862069,W,1,X,16
2024_1163_1447,2024,Connecticut,Wagner,1163,1447,81.12903225806451,61.689655172413794,28.93548387096774,22,58.806451612903224,57.06896551724138,8.838709677419354,6.896551724137931,24.129032258064516,21.79310344827586,14.419354838709676,10.793103448275861,19.516129032258064,15.275862068965518,10.387096774193548,9.379310344827585,24.870967741935484,22.586206896551722,17.967741935483872,12.068965517241379,9.193548387096774,8.931034482758621,6.516129032258065,5.827586206896552,5.419354838709677,2.2413793103448274,16.483870967741936,15.620689655172415,W,1,X,16
2024_1280_1163,2024,Mississippi St,Connecticut,1280,1163,75.25806451612904,81.12903225806451,26.612903225806452,28.93548387096774,58.54838709677419,58.806451612903224,7.483870967741935,8.838709677419354,22.70967741935484,24.129032258064516,14.548387096774194,14.419354838709676,21.677419354838708,19.516129032258064,10.870967741935484,10.387096774193548,24.612903225806452,24.870967741935484,14.35483870967742,17.967741935483872,12.35483870967742,9.193548387096774,7.903225806451613,6.516129032258065,3.1612903225806455,5.419354838709677,16.774193548387096,16.483870967741936,X,8,W,1
2024_1277_1163,2024,Michigan St,Connecticut,1277,1163,73.35483870967742,81.12903225806451,27.161290322580644,28.93548387096774,59.03225806451613,58.806451612903224,6.516129032258065,8.838709677419354,18.129032258064516,24.129032258064516,12.516129032258064,14.419354838709676,17.741935483870968,19.516129032258064,8.806451612903226,10.387096774193548,23.096774193548388,24.870967741935484,16.258064516129032,17.967741935483872,9.225806451612904,9.193548387096774,7.161290322580646,6.516129032258065,3.8387096774193545,5.419354838709677,16.193548387096776,16.483870967741936,X,9,W,1
2024_1388_1163,2024,St Mary's CA,Connecticut,1388,1163,73.21875,81.12903225806451,27.21875,28.93548387096774,58.4375,58.806451612903224,7.625,8.838709677419354,21.46875,24.129032258064516,11.15625,14.419354838709676,16.5625,19.516129032258064,10.90625,10.387096774193548,24.59375,24.870967741935484,15.84375,17.967741935483872,9.4375,9.193548387096774,6.4375,6.516129032258065,3.78125,5.419354838709677,16.375,16.483870967741936,X,5,W,1
2024_1163_1213,2024,Connecticut,Grand Canyon,1163,1213,81.12903225806451,78,28.93548387096774,26.133333333333333,58.806451612903224,56.733333333333334,8.838709677419354,7.066666666666666,24.129032258064516,20.466666666666665,14.419354838709676,18.666666666666668,19.516129032258064,24.7,10.387096774193548,9.9,24.870967741935484,24.466666666666665,17.967741935483872,11.7,9.193548387096774,11.866666666666667,6.516129032258065,7.966666666666667,5.419354838709677,5.233333333333333,16.483870967741936,18.1,W,1,X,12
2024_1104_1163,2024,Alabama,Connecticut,1104,1163,90.83870967741936,81.12903225806451,30.838709677419356,28.93548387096774,64.54838709677419,58.806451612903224,11.225806451612904,8.838709677419354,30.451612903225808,24.129032258064516,17.93548387096774,14.419354838709676,22.806451612903224,19.516129032258064,11.096774193548388,10.387096774193548,25.129032258064516,24.870967741935484,15.935483870967742,17.967741935483872,11.935483870967742,9.193548387096774,7.387096774193548,6.516129032258065,4.064516129032258,5.419354838709677,19.70967741935484,16.483870967741936,X,4,W,1
2024_1158_1163,2024,Col Charleston,Connecticut,1158,1163,80,81.12903225806451,28.484848484848484,28.93548387096774,64.39393939393939,58.806451612903224,10.545454545454545,8.838709677419354,30.303030303030305,24.129032258064516,12.484848484848484,14.419354838709676,17.303030303030305,19.516129032258064,11.181818181818182,10.387096774193548,24.454545454545453,24.870967741935484,15.272727272727273,17.967741935483872,9.606060606060606,9.193548387096774,6.090909090909091,6.516129032258065,3.121212121212121,5.419354838709677,15.90909090909091,16.483870967741936,X,13,W,1
2024_1163_1155,2024,Connecticut,Clemson,1163,1155,81.12903225806451,77.40625,28.93548387096774,27.4375,58.806451612903224,58.65625,8.838709677419354,8.34375,24.129032258064516,23.5625,14.419354838709676,14.1875,19.516129032258064,17.96875,10.387096774193548,8.03125,24.870967741935484,25.875,17.967741935483872,14.65625,9.193548387096774,9.75,6.516129032258065,4.5,5.419354838709677,3.9375,16.483870967741936,15.78125,W,1,X,6
2024_1307_1163,2024,New Mexico,Connecticut,1307,1163,82.41935483870968,81.12903225806451,30.161290322580644,28.93548387096774,65,58.806451612903224,6.548387096774194,8.838709677419354,19.451612903225808,24.129032258064516,15.548387096774194,14.419354838709676,21.612903225806452,19.516129032258064,10.580645161290322,10.387096774193548,24.774193548387096,24.870967741935484,14.870967741935484,17.967741935483872,10.064516129032258,9.193548387096774,8.774193548387096,6.516129032258065,4.838709677419355,5.419354838709677,17.870967741935484,16.483870967741936,X,11,W,1
2024_1124_1163,2024,Baylor,Connecticut,1124,1163,81.06666666666666,81.12903225806451,27.566666666666666,28.93548387096774,56.733333333333334,58.806451612903224,8.8,8.838709677419354,21.766666666666666,24.129032258064516,17.133333333333333,14.419354838709676,23.2,19.516129032258064,9.233333333333334,10.387096774193548,22.233333333333334,24.870967741935484,14.833333333333332,17.967741935483872,11.2,9.193548387096774,6.4,6.516129032258065,3.1,5.419354838709677,16.966666666666665,16.483870967741936,X,3,W,1
2024_1163_1159,2024,Connecticut,Colgate,1163,1159,81.12903225806451,70.18181818181819,28.93548387096774,26.03030303030303,58.806451612903224,55.878787878787875,8.838709677419354,7.636363636363637,24.129032258064516,21.393939393939394,14.419354838709676,10.484848484848484,19.516129032258064,15.424242424242424,10.387096774193548,7.121212121212121,24.870967741935484,26.333333333333332,17.967741935483872,14.727272727272727,9.193548387096774,10.242424242424242,6.516129032258065,6.03030303030303,5.419354838709677,3.4242424242424243,16.483870967741936,13.545454545454545,W,1,X,14
2024_1173_1163,2024,Dayton,Connecticut,1173,1163,75.33333333333333,81.12903225806451,25.666666666666668,28.93548387096774,53.266666666666666,58.806451612903224,9.6,8.838709677419354,23.6,24.129032258064516,14.4,14.419354838709676,19.6,19.516129032258064,7.066666666666666,10.387096774193548,24,24.870967741935484,14.933333333333334,17.967741935483872,9.733333333333333,9.193548387096774,5.433333333333334,6.516129032258065,4.033333333333333,5.419354838709677,13.433333333333334,16.483870967741936,X,7,W,1
2024_1305_1163,2024,Nevada,Connecticut,1305,1163,75.87096774193549,81.12903225806451,25.677419354838708,28.93548387096774,54.41935483870968,58.806451612903224,6.709677419354838,8.838709677419354,18.32258064516129,24.129032258064516,17.806451612903224,14.419354838709676,24.64516129032258,19.516129032258064,7.612903225806452,10.387096774193548,24.032258064516128,24.870967741935484,15,17.967741935483872,9.548387096774194,9.193548387096774,6.064516129032258,6.516129032258065,3.645161290322581,5.419354838709677,17.70967741935484,16.483870967741936,X,10,W,1
2024_1163_1112,2024,Connecticut,Arizona,1163,1112,81.12903225806451,89.45161290322581,28.93548387096774,32.16129032258065,58.806451612903224,65.3225806451613,8.838709677419354,7.935483870967742,24.129032258064516,21.193548387096776,14.419354838709676,17.193548387096776,19.516129032258064,23.741935483870968,10.387096774193548,11.741935483870968,24.870967741935484,27.70967741935484,17.967741935483872,18.967741935483872,9.193548387096774,11.612903225806452,6.516129032258065,8.290322580645162,5.419354838709677,3.3870967741935485,16.483870967741936,16.451612903225808,W,1,X,2
2024_1253_1163,2024,Long Beach St,Connecticut,1253,1163,76.1,81.12903225806451,27.2,28.93548387096774,61.233333333333334,58.806451612903224,5.266666666666667,8.838709677419354,17.233333333333334,24.129032258064516,16.433333333333334,14.419354838709676,23.4,19.516129032258064,10.533333333333333,10.387096774193548,23.633333333333333,24.870967741935484,14.833333333333334,17.967741935483872,12.433333333333334,9.193548387096774,7.933333333333334,6.516129032258065,4.3,5.419354838709677,17.433333333333334,16.483870967741936,X,15,W,1
2024_1345_1163,2024,Purdue,Connecticut,1345,1163,84.19354838709677,81.12903225806451,28.903225806451612,28.93548387096774,58.806451612903224,58.806451612903224,8.548387096774194,8.838709677419354,20.774193548387096,24.129032258064516,17.838709677419356,14.419354838709676,24.70967741935484,19.516129032258064,11.225806451612904,10.387096774193548,26.677419354838708,24.870967741935484,18.387096774193548,17.967741935483872,10.838709677419354,9.193548387096774,5.709677419354838,6.516129032258065,3.774193548387097,5.419354838709677,14.193548387096774,16.483870967741936,Y,1,W,1
2024_1286_1163,2024,Montana St,Connecticut,1286,1163,73.64516129032258,81.12903225806451,26.193548387096776,28.93548387096774,56.516129032258064,58.806451612903224,8.516129032258064,8.838709677419354,23.387096774193548,24.129032258064516,12.741935483870968,14.419354838709676,17.35483870967742,19.516129032258064,5.709677419354839,10.387096774193548,22.225806451612904,24.870967741935484,12.516129032258064,17.967741935483872,11.129032258064516,9.193548387096774,7.903225806451613,6.516129032258065,2.290322580645161,5.419354838709677,18.806451612903224,16.483870967741936,Y,16,W,1
2024_1212_1163,2024,Grambling,Connecticut,1212,1163,64.79310344827586,81.12903225806451,22.655172413793103,28.93548387096774,52.689655172413794,58.806451612903224,5.172413793103448,8.838709677419354,15.517241379310345,24.129032258064516,14.310344827586206,14.419354838709676,20.03448275862069,19.516129032258064,7.931034482758621,10.387096774193548,20.448275862068964,24.870967741935484,8.89655172413793,17.967741935483872,12.89655172413793,9.193548387096774,7.103448275862069,6.516129032258065,2.9655172413793105,5.419354838709677,16.275862068965516,16.483870967741936,Y,16,W,1
2024_1429_1163,2024,Utah St,Connecticut,1429,1163,79,81.12903225806451,28.413793103448278,28.93548387096774,57.689655172413794,58.806451612903224,6.206896551724138,8.838709677419354,19.06896551724138,24.129032258064516,15.96551724137931,14.419354838709676,22.344827586206897,19.516129032258064,7.793103448275862,10.387096774193548,24.82758620689655,24.870967741935484,16,17.967741935483872,10.931034482758621,9.193548387096774,6.379310344827586,6.516129032258065,4.241379310344827,5.419354838709677,16.93103448275862,16.483870967741936,Y,8,W,1
2024_1163_1395,2024,Connecticut,TCU,1163,1395,81.12903225806451,80.3125,28.93548387096774,28.84375,58.806451612903224,60.90625,8.838709677419354,6.71875,24.129032258064516,18.4375,14.419354838709676,15.90625,19.516129032258064,21.75,10.387096774193548,10.28125,24.870967741935484,23.125,17.967741935483872,17.3125,9.193548387096774,12.0625,6.516129032258065,9.03125,5.419354838709677,3.8125,16.483870967741936,17.6875,W,1,Y,9
2024_1163_1211,2024,Connecticut,Gonzaga,1163,1211,81.12903225806451,83.64516129032258,28.93548387096774,31.387096774193548,58.806451612903224,61.38709677419355,8.838709677419354,6.838709677419354,24.129032258064516,19.258064516129032,14.419354838709676,14.03225806451613,19.516129032258064,19.32258064516129,10.387096774193548,9.35483870967742,24.870967741935484,25.70967741935484,17.967741935483872,16.35483870967742,9.193548387096774,9.451612903225806,6.516129032258065,6.935483870967742,5.419354838709677,3.903225806451613,16.483870967741936,15.741935483870968,W,1,Y,5
2024_1270_1163,2024,McNeese St,Connecticut,1270,1163,78.44827586206897,81.12903225806451,27.448275862068964,28.93548387096774,56.827586206896555,58.806451612903224,7.517241379310345,8.838709677419354,19.103448275862068,24.129032258064516,16.03448275862069,14.419354838709676,23.06896551724138,19.516129032258064,9.448275862068966,10.387096774193548,22.93103448275862,24.870967741935484,14.206896551724139,17.967741935483872,8.724137931034482,9.193548387096774,9.379310344827585,6.516129032258065,3.5517241379310347,5.419354838709677,18,16.483870967741936,Y,12,W,1
2024_1163_1242,2024,Connecticut,Kansas,1163,1242,81.12903225806451,75,28.93548387096774,27.806451612903224,58.806451612903224,57.38709677419355,8.838709677419354,5.67741935483871,24.129032258064516,17.032258064516128,14.419354838709676,13.709677419354838,19.516129032258064,18.806451612903224,10.387096774193548,7.161290322580645,24.870967741935484,25.387096774193548,17.967741935483872,18.483870967741936,9.193548387096774,11.225806451612904,6.516129032258065,7.225806451612903,5.419354838709677,3.935483870967742,16.483870967741936,14.67741935483871,W,1,Y,4
2024_1359_1163,2024,Samford,Connecticut,1359,1163,84.34375,81.12903225806451,29.40625,28.93548387096774,60.125,58.806451612903224,9.65625,8.838709677419354,24.5625,24.129032258064516,15.875,14.419354838709676,21.875,19.516129032258064,8.25,10.387096774193548,23.40625,24.870967741935484,16.875,17.967741935483872,12.875,9.193548387096774,9.53125,6.516129032258065,3.78125,5.419354838709677,19.03125,16.483870967741936,Y,13,W,1
2024_1163_1376,2024,Connecticut,South Carolina,1163,1376,81.12903225806451,72.3225806451613,28.93548387096774,25.548387096774192,58.806451612903224,57.935483870967744,8.838709677419354,8.290322580645162,24.129032258064516,24.451612903225808,14.419354838709676,12.935483870967742,19.516129032258064,18.032258064516128,10.387096774193548,9.290322580645162,24.870967741935484,22.64516129032258,17.967741935483872,15.451612903225806,9.193548387096774,9.387096774193548,6.516129032258065,4.838709677419355,5.419354838709677,3.2580645161290325,16.483870967741936,16.032258064516128,W,1,Y,6
2024_1163_1332,2024,Connecticut,Oregon,1163,1332,81.12903225806451,75.83870967741936,28.93548387096774,27.29032258064516,58.806451612903224,59.516129032258064,8.838709677419354,7.612903225806452,24.129032258064516,21.967741935483872,14.419354838709676,13.64516129032258,19.516129032258064,19.193548387096776,10.387096774193548,8.258064516129032,24.870967741935484,22.870967741935484,17.967741935483872,13.806451612903226,9.193548387096774,9.903225806451612,6.516129032258065,7.161290322580645,5.419354838709677,3.6129032258064515,16.483870967741936,16.35483870967742,W,1,Y,11
2024_1163_1166,2024,Connecticut,Creighton,1163,1166,81.12903225806451,80.7741935483871,28.93548387096774,29.451612903225808,58.806451612903224,60.12903225806452,8.838709677419354,10.741935483870968,24.129032258064516,29.451612903225808,14.419354838709676,11.129032258064516,19.516129032258064,14.35483870967742,10.387096774193548,7.225806451612903,24.870967741935484,28.258064516129032,17.967741935483872,17.322580645161292,9.193548387096774,9.774193548387096,6.516129032258065,4,5.419354838709677,4.096774193548387,16.483870967741936,11.258064516129032,W,1,Y,3
2024_1163_1103,2024,Connecticut,Akron,1163,1103,81.12903225806451,72.86206896551724,28.93548387096774,25.655172413793103,58.806451612903224,56.13793103448276,8.838709677419354,7.620689655172414,24.129032258064516,23.275862068965516,14.419354838709676,13.931034482758621,19.516129032258064,19.275862068965516,10.387096774193548,8.310344827586206,24.870967741935484,23.24137931034483,17.967741935483872,12.413793103448276,9.193548387096774,10.551724137931036,6.516129032258065,5.482758620689655,5.419354838709677,2.7241379310344827,16.483870967741936,17,W,1,Y,14
2024_1163_1400,2024,Connecticut,Texas,1163,1400,81.12903225806451,76.53125,28.93548387096774,27.8125,58.806451612903224,58.6875,8.838709677419354,7.40625,24.129032258064516,20.5,14.419354838709676,13.5,19.516129032258064,17.84375,10.387096774193548,8.5625,24.870967741935484,22.875,17.967741935483872,15.71875,9.193548387096774,10.9375,6.516129032258065,7.1875,5.419354838709677,4.5,16.483870967741936,17.46875,W,1,Y,7
2024_1438_1163,2024,Virginia,Connecticut,1438,1163,63.45161290322581,81.12903225806451,24,28.93548387096774,54.935483870967744,58.806451612903224,6.451612903225806,8.838709677419354,17.580645161290324,24.129032258064516,9,14.419354838709676,13.903225806451612,19.516129032258064,7.32258064516129,10.387096774193548,22,24.870967741935484,15.03225806451613,17.967741935483872,7.67741935483871,9.193548387096774,7.225806451612902,6.516129032258065,5.193548387096774,5.419354838709677,13.580645161290322,16.483870967741936,Y,10,W,1
2024_1163_1161,2024,Connecticut,Colorado St,1163,1161,81.12903225806451,75.26666666666667,28.93548387096774,27.166666666666668,58.806451612903224,55.7,8.838709677419354,7.2,24.129032258064516,21.366666666666667,14.419354838709676,13.733333333333333,19.516129032258064,18.233333333333334,10.387096774193548,6.166666666666666,24.870967741935484,23.533333333333335,17.967741935483872,17.933333333333334,9.193548387096774,9.533333333333333,6.516129032258065,6.1,5.419354838709677,3.033333333333333,16.483870967741936,16.766666666666666,W,1,Y,10
2024_1163_1397,2024,Connecticut,Tennessee,1163,1397,81.12903225806451,80.2258064516129,28.93548387096774,27.70967741935484,58.806451612903224,61.74193548387097,8.838709677419354,8.741935483870968,24.129032258064516,25.258064516129032,14.419354838709676,16.06451612903226,19.516129032258064,21.483870967741936,10.387096774193548,10.67741935483871,24.870967741935484,25.580645161290324,17.967741935483872,16.903225806451612,9.193548387096774,9.870967741935484,6.516129032258065,7.935483870967742,5.419354838709677,4.774193548387097,16.483870967741936,17.451612903225808,W,1,Y,2
2024_1389_1163,2024,St Peter's,Connecticut,1389,1163,65.64285714285714,81.12903225806451,22.285714285714285,28.93548387096774,56,58.806451612903224,5.892857142857143,8.838709677419354,17.535714285714285,24.129032258064516,15.178571428571427,14.419354838709676,20.857142857142858,19.516129032258064,10.5,10.387096774193548,21.392857142857142,24.870967741935484,11.142857142857142,17.967741935483872,11.642857142857142,9.193548387096774,7.535714285714286,6.516129032258065,3.9285714285714284,5.419354838709677,19.142857142857142,16.483870967741936,Y,15,W,1
2024_1222_1163,2024,Houston,Connecticut,1222,1163,74.19354838709677,81.12903225806451,26.806451612903224,28.93548387096774,61.193548387096776,58.806451612903224,7.67741935483871,8.838709677419354,22.032258064516128,24.129032258064516,12.903225806451612,14.419354838709676,18.774193548387096,19.516129032258064,12.64516129032258,10.387096774193548,22.32258064516129,24.870967741935484,13.129032258064516,17.967741935483872,8.129032258064516,9.193548387096774,10.258064516129032,6.516129032258065,4.709677419354838,5.419354838709677,17.93548387096774,16.483870967741936,Z,1,W,1
2024_1255_1163,2024,Longwood,Connecticut,1255,1163,73.7741935483871,81.12903225806451,26.096774193548388,28.93548387096774,58.58064516129032,58.806451612903224,5.67741935483871,8.838709677419354,16.580645161290324,24.129032258064516,15.903225806451612,14.419354838709676,23.129032258064516,19.516129032258064,11.838709677419354,10.387096774193548,23.129032258064516,24.870967741935484,12.516129032258064,17.967741935483872,11.96774193548387,9.193548387096774,6.935483870967742,6.516129032258065,2.3870967741935485,5.419354838709677,18.677419354838708,16.483870967741936,Z,16,W,1
2024_1163_1304,2024,Connecticut,Nebraska,1163,1304,81.12903225806451,76.7741935483871,28.93548387096774,26.548387096774192,58.806451612903224,59,8.838709677419354,9.35483870967742,24.129032258064516,26.225806451612904,14.419354838709676,14.322580645161292,19.516129032258064,19,10.387096774193548,8.322580645161292,24.870967741935484,26.580645161290324,17.967741935483872,15.193548387096774,9.193548387096774,10.870967741935484,6.516129032258065,6.32258064516129,5.419354838709677,2.645161290322581,16.483870967741936,15.806451612903228,W,1,Z,8
