"Season","DayNum","gameid","TeamName_A","TeamName_B","TeamID_A","TeamID_B","Win","Score_A","Score_B","FGM_A","FGM_B","FGA_A","FGA_B","FGM3_A","FGM3_B","FGA3_A","FGA3_B","FTM_A","FTM_B","FTA_A","FTA_B","OR_A","OR_B","DR_A","DR_B","Ast_A","Ast_B","TO_A","TO_B","Stl_A","Stl_B","Blk_A","Blk_B","PF_A","PF_B","Region_A","Seed_A","Region_B","Seed_B"
2003,136,11,"Marquette","Holy Cross",1266,1221,"A",78.3928571428571,69.3448275862069,27.2142857142857,24.2068965517241,56.25,52.7241379310345,5.78571428571429,5.31034482758621,15.25,14.7586206896552,18.1785714285714,15.6206896551724,23.6071428571429,22.1379310344828,13.1071428571429,12.0689655172414,24.0714285714286,24.3103448275862,16.3214285714286,15.4137931034483,13.5714285714286,13.9310344827586,6,7.96551724137931,3.64285714285714,4.48275862068965,18.6428571428571,18.3793103448276,"Y","03","Y","14"
2003,136,12,"Missouri","S Illinois",1281,1356,"A",71.7741935483871,74.5333333333333,26.1612903225806,27.3666666666667,59.1935483870968,57.8666666666667,7.48387096774194,6.1,20.9677419354839,15.8333333333333,11.9677419354839,13.7,18.1612903225806,19.4,13.4838709677419,10.8333333333333,25.9032258064516,22.4666666666667,13.741935483871,13.5666666666667,13.6129032258065,12.5,5.70967741935484,7.96666666666667,4.32258064516129,3.2,16.8709677419355,19.3333333333333,"Y","06","Y","11"
2003,136,13,"Notre Dame","WI Milwaukee",1323,1454,"A",80.0967741935484,77.1,27.2258064516129,27.2666666666667,60.6774193548387,57.6333333333333,8.29032258064516,7.76666666666667,21.7741935483871,21.8,17.3548387096774,14.8,22.8387096774194,21.4333333333333,11.3870967741935,11.5333333333333,26.8709677419355,23,16.9032258064516,17.1,12.7741935483871,14.8666666666667,7.45161290322581,8.8,5.64516129032258,3.6,16.2258064516129,20.1333333333333,"Z","05","Z","12"
2003,136,14,"S Carolina St","Oklahoma",1354,1328,"B",72.8,71.1666666666667,24.8,25.2666666666667,54.3666666666667,56.5333333333333,5.16666666666667,7.46666666666667,15.4666666666667,18.9666666666667,18.0333333333333,13.1666666666667,25.8,18.6,12.9666666666667,12.1333333333333,24.2666666666667,24.9666666666667,10.2666666666667,14.1666666666667,19.4666666666667,11.8,8,6.93333333333333,2.9,3.76666666666667,20.7333333333333,18.6,"W","16","W","01"
2003,136,15,"Stanford","San Diego",1390,1360,"A",72.258064516129,74.6785714285714,25.6451612903226,25.2142857142857,58.0322580645161,53.5357142857143,6.93548387096774,6.92857142857143,19.3870967741935,18.0357142857143,14.0322580645161,17.3214285714286,20.7741935483871,26.3214285714286,13.741935483871,11.5357142857143,25.1290322580645,26.3571428571429,14.6451612903226,16.3928571428571,14.3225806451613,18.1785714285714,5.51612903225806,5.39285714285714,3.35483870967742,3.42857142857143,18.5161290322581,20.1428571428571,"X","04","X","13"
2003,136,16,"Dayton","Tulsa",1173,1409,"B",72.7931034482759,73.5161290322581,24.4827586206897,26.3870967741935,54.2068965517241,57.0322580645161,7.51724137931035,6.64516129032258,20.8620689655172,18.3225806451613,16.3103448275862,14.0967741935484,22.7931034482759,19.3870967741935,13.4827586206897,11.1612903225806,23.1724137931034,25.8064516129032,15.2068965517241,14.7741935483871,13.3103448275862,14.3225806451613,5.37931034482759,7.58064516129032,2.93103448275862,5,17.5862068965517,17.3225806451613,"Y","04","Y","13"
2003,136,17,"Wisconsin","Weber St",1458,1451,"A",70.7241379310345,74.2068965517241,25.0344827586207,24.6206896551724,53.8965517241379,52.8620689655172,6.24137931034483,6.10344827586207,17.3793103448276,18.2068965517241,14.4137931034483,18.8620689655172,19.448275862069,25.6896551724138,10.3103448275862,10.3448275862069,22.551724137931,22.7586206896552,13.3103448275862,14.2758620689655,10.5172413793103,12.448275862069,6.96551724137931,6.75862068965517,2.82758620689655,0.655172413793104,14.8275862068966,18.8620689655172,"Y","05","Y","12"
2003,137,18,"Auburn","St Joseph's PA",1120,1386,"A",70.1,70.6206896551724,25.7,24.2413793103448,54.7,54.4137931034483,5.63333333333333,8.03448275862069,16.3333333333333,21.8620689655172,13.0666666666667,14.1034482758621,19.7333333333333,20.6551724137931,11.9333333333333,11.1724137931034,22.5666666666667,24.1379310344828,13.4,14,15.9,12.9310344827586,8.03333333333333,7.20689655172414,4.96666666666667,5.55172413793103,16.3666666666667,18.7586206896552,"W","10","W","07"
2003,137,19,"Mississippi St","Butler",1280,1139,"B",70.1666666666667,68.5862068965517,26.3333333333333,24.0689655172414,55.8,50.6551724137931,5.56666666666667,8.48275862068965,16.2,21.8620689655172,11.9333333333333,11.9655172413793,17.6333333333333,16.551724137931,12.6666666666667,7.82758620689655,24.6,20.3793103448276,14.5,12.9655172413793,15.6333333333333,10.4137931034483,8.73333333333333,6.3448275862069,3.73333333333333,1.86206896551724,15.9,16.0689655172414,"W","05","W","12"
2003,137,20,"Sam Houston St","Florida",1358,1196,"B",71.7777777777778,75.9032258064516,24.2962962962963,26.9354838709677,53.3703703703704,56.5161290322581,6.48148148148148,8.67741935483871,18.0740740740741,22.1290322580645,16.7037037037037,13.3548387096774,23.5185185185185,18.9354838709677,10.7777777777778,10.8064516129032,25.962962962963,24.258064516129,15.5925925925926,16.4193548387097,15.7037037037037,13.3870967741935,7.81481481481481,7.7741935483871,5.59259259259259,4.09677419354839,19.5925925925926,16.9032258064516,"X","15","X","02"
2003,137,21,"Alabama","Indiana",1104,1231,"B",69.2857142857143,70.53125,24.0357142857143,23.4375,57.1785714285714,54.9375,6.35714285714286,7.53125,19.8571428571429,21.625,14.8571428571429,16.125,20.9285714285714,22.625,13.5714285714286,11.21875,23.9285714285714,25.625,12.1071428571429,13.8125,13.2857142857143,11.5,6.60714285714286,4.4375,3.78571428571429,5.34375,18.0357142857143,18.0625,"Y","10","Y","07"
2003,137,22,"Kentucky","IUPUI",1246,1237,"A",77.53125,71.25,28.46875,24.4375,58.40625,53.9375,5.90625,6.5,16.59375,18.59375,14.6875,15.875,20.78125,22.625,12.875,11.6875,24.15625,20.90625,16.1875,13.375,14.0625,15.90625,7.8125,8.1875,5.09375,1.8125,17.375,19.34375,"Y","01","Y","16"
2003,137,23,"Austin Peay","Louisville",1122,1257,"B",69.7037037037037,81.8333333333333,23.5555555555556,27.9666666666667,52.0740740740741,60.8333333333333,6,8.43333333333333,17.1851851851852,23.4,16.5925925925926,17.4666666666667,24,25.1,10.6296296296296,13.2,24.2222222222222,25.1,13.4074074074074,16.6,15.2222222222222,13.3666666666667,7.03703703703704,7.2,4.66666666666667,4.73333333333333,18.6666666666667,22.6666666666667,"W","13","W","04"
2003,137,24,"UNC Wilmington","Maryland",1423,1268,"B",71.3666666666667,80.7857142857143,26.0333333333333,29.4285714285714,56.4,63.3571428571429,6.76666666666667,6.75,18.4,16.9642857142857,12.5333333333333,15.1785714285714,18.2,21.5714285714286,9.96666666666667,13.75,23.1333333333333,26.75,14.6666666666667,18.8928571428571,11.4666666666667,14.1071428571429,9.2,10.8928571428571,1.9,6.60714285714286,18.4333333333333,19,"X","11","X","06"
2003,137,25,"Michigan St","Colorado",1277,1160,"A",67.2258064516129,75.5161290322581,23.0322580645161,27.1935483870968,51.0967741935484,61.3225806451613,4.90322580645161,4.96774193548387,13.3870967741935,15.258064516129,16.258064516129,16.1612903225806,22.1290322580645,23.9354838709677,10.6774193548387,14.4838709677419,24.258064516129,27.9677419354839,13.6129032258065,13.3870967741935,14.5483870967742,14,6.38709677419355,6.12903225806452,3.70967741935484,6.64516129032258,20.0322580645161,17.7096774193548,"X","07","X","10"
2003,137,26,"Penn","Oklahoma St",1335,1329,"B",70.1851851851852,68.7241379310345,24,24.6551724137931,51.5185185185185,55.4137931034483,9,4.86206896551724,21.8518518518519,12.9655172413793,13.1851851851852,14.551724137931,18.7777777777778,22.3448275862069,9.33333333333333,12.3793103448276,24.1851851851852,24.0689655172414,14.8518518518519,12.2413793103448,13,14.6551724137931,7.18518518518519,8.79310344827586,2.14814814814815,5.58620689655172,17.7777777777778,20.1379310344828,"W","11","W","06"
2003,137,27,"Wagner","Pittsburgh",1447,1338,"B",75.5483870967742,74.6,27.2258064516129,26.8666666666667,57.6774193548387,53.5,7.03225806451613,6.36666666666667,18.3225806451613,17.7666666666667,14.0645161290323,14.5,19.2903225806452,22.8,12,11.3,22.3548387096774,25.3666666666667,16.0967741935484,17.7666666666667,14.9677419354839,15.1,7.51612903225806,8.06666666666667,2.80645161290323,4.1,17.5806451612903,17.9666666666667,"Y","15","Y","02"
2003,137,28,"Purdue","LSU",1345,1261,"A",71.75,73.2258064516129,23.75,26.8064516129032,54.3928571428571,55.0645161290323,5.10714285714286,6.74193548387097,15.5,17.5806451612903,19.1428571428571,12.8709677419355,25.5,19.8709677419355,10.3928571428571,10.6129032258065,23.4642857142857,24.5161290322581,12.25,16.3870967741935,13.8214285714286,13.8709677419355,7.17857142857143,8,2.92857142857143,4.16129032258065,19.8214285714286,16.3548387096774,"X","09","X","08"
2003,137,29,"Manhattan","Syracuse",1264,1393,"B",76.1724137931034,80.1034482758621,25.9310344827586,29.2413793103448,57.551724137931,62.2068965517241,5.51724137931035,5.24137931034483,15.8275862068966,15.8620689655172,18.7931034482759,16.3793103448276,23.8965517241379,23.6206896551724,11.3103448275862,14.3103448275862,23.3103448275862,26.8965517241379,13.8620689655172,14.9655172413793,14.2068965517241,13.6206896551724,9.17241379310345,8.31034482758621,3.89655172413793,7.27586206896552,21.9310344827586,16.5862068965517,"W","14","W","03"
2003,137,30,"UNC Asheville","Texas",1421,1400,"B",71.2068965517241,78.8571428571429,24.3793103448276,28,56.7931034482759,62.4285714285714,6.48275862068965,5.85714285714286,18,16.7857142857143,15.9655172413793,17,20.9310344827586,23.7857142857143,12.2758620689655,16.1785714285714,23.1724137931034,26.1428571428571,13.0344827586207,14.5,16.2068965517241,13.4285714285714,7.06896551724138,6.39285714285714,3,3.85714285714286,19.1034482758621,20.3571428571429,"X","16","X","01"
2003,137,31,"Utah","Oregon",1428,1332,"A",66.7333333333333,82.21875,23.1666666666667,28.59375,50.7333333333333,62,7.16666666666667,9,18.7666666666667,23,13.2333333333333,16.03125,18.8,20.65625,10.1333333333333,11.375,23.2,24.5,13.2,17.46875,12.7,15.21875,4.66666666666667,8.03125,3.76666666666667,2.78125,20.1,20.9375,"Y","09","Y","08"
2003,137,32,"ETSU","Wake Forest",1190,1448,"B",79.7037037037037,78.4137931034483,28.0740740740741,26.1379310344828,61.4074074074074,57.2413793103448,5.22222222222222,6.10344827586207,15.1851851851852,17.7241379310345,18.3333333333333,20.0344827586207,24.8148148148148,26.6206896551724,14,14.7586206896552,24.037037037037,26.9310344827586,14.037037037037,14.5862068965517,18.7407407407407,15.1034482758621,10.7037037037037,6.41379310344828,5.25925925925926,4.37931034482759,19.5185185185185,18.4827586206897,"W","15","W","02"
2003,137,33,"Troy","Xavier",1407,1462,"B",79.3666666666667,78.2333333333333,28.2333333333333,26.8,65.3333333333333,59.2,9.46666666666667,6.43333333333333,28.3333333333333,17.7666666666667,13.4333333333333,18.2,19.5333333333333,24.3666666666667,15.0666666666667,13.9333333333333,24.7,25.5,15.0666666666667,16.4,13.7333333333333,13.0333333333333,9.53333333333333,5.46666666666667,5.2,3.03333333333333,16.6,15.7666666666667,"X","14","X","03"
2003,138,34,"Gonzaga","Arizona",1211,1112,"B",77.0645161290323,85.2142857142857,26.0645161290323,30.3214285714286,55.4516129032258,65.7142857142857,7.16129032258065,7.03571428571429,19.0645161290323,20.0714285714286,17.7741935483871,17.5357142857143,24.6451612903226,25,11.9354838709677,15.1785714285714,25.3225806451613,27.6428571428571,15.741935483871,17.6428571428571,14.5483870967742,14.7857142857143,6.80645161290323,8.46428571428571,3.51612903225806,4.21428571428571,18.6451612903226,17.75,"Z","09","Z","01"
2003,138,35,"Stanford","Connecticut",1390,1163,"B",72.258064516129,80.0333333333333,25.6451612903226,29.5333333333333,58.0322580645161,62.2,6.93548387096774,6.06666666666667,19.3870967741935,15.7,14.0322580645161,14.9,20.7741935483871,22.1,13.741935483871,14.7666666666667,25.1290322580645,27.9,14.6451612903226,15.6333333333333,14.3225806451613,15.8,5.51612903225806,5.93333333333333,3.35483870967742,7.73333333333333,18.5161290322581,18.4,"X","04","X","05"
2003,138,36,"C Michigan","Duke",1141,1181,"B",79.3448275862069,81.9666666666667,26.6206896551724,27.3666666666667,52.6896551724138,60.3333333333333,6.82758620689655,7.33333333333333,17.9310344827586,20.6,19.2758620689655,19.9,25.1724137931034,28.0666666666667,10.5862068965517,13.7666666666667,23.2758620689655,23.1,15.6206896551724,13.8333333333333,18.2413793103448,14.0333333333333,7.10344827586207,8.5,4,5.13333333333333,20.9655172413793,21.2666666666667,"Z","11","Z","03"
2003,138,37,"Kansas","Arizona St",1242,1113,"A",81.3333333333333,75.9655172413793,30.2333333333333,27.2068965517241,62.3,56.8965517241379,4.8,4,14.1333333333333,12.5862068965517,16.0666666666667,17.551724137931,24.1333333333333,26.2068965517241,14.3,13.6896551724138,26.9,23.3103448275862,16.7333333333333,15.551724137931,14.9,14,10.1333333333333,5.20689655172414,4.9,4.24137931034483,16.7,19.4137931034483,"Z","02","Z","10"
2003,138,38,"Marquette","Missouri",1266,1281,"A",78.3928571428571,71.7741935483871,27.2142857142857,26.1612903225806,56.25,59.1935483870968,5.78571428571429,7.48387096774194,15.25,20.9677419354839,18.1785714285714,11.9677419354839,23.6071428571429,18.1612903225806,13.1071428571429,13.4838709677419,24.0714285714286,25.9032258064516,16.3214285714286,13.741935483871,13.5714285714286,13.6129032258065,6,5.70967741935484,3.64285714285714,4.32258064516129,18.6428571428571,16.8709677419355,"Y","03","Y","06"
2003,138,39,"Illinois","Notre Dame",1228,1323,"B",75.4333333333333,80.0967741935484,27.1,27.2258064516129,55.8,60.6774193548387,7.43333333333333,8.29032258064516,20.1666666666667,21.7741935483871,13.8,17.3548387096774,19.1,22.8387096774194,9.73333333333333,11.3870967741935,25.4,26.8709677419355,18.2666666666667,16.9032258064516,13.1666666666667,12.7741935483871,7,7.45161290322581,3.1,5.64516129032258,19.1333333333333,16.2258064516129,"Z","04","Z","05"
2003,138,40,"Oklahoma","California",1328,1143,"A",71.1666666666667,74.4827586206897,25.2666666666667,27.3448275862069,56.5333333333333,58.7241379310345,7.46666666666667,6.41379310344828,18.9666666666667,17.0344827586207,13.1666666666667,13.3793103448276,18.6,19.5172413793103,12.1333333333333,11.2413793103448,24.9666666666667,24.3793103448276,14.1666666666667,16,11.8,14.1724137931034,6.93333333333333,6.55172413793103,3.76666666666667,2.79310344827586,18.6,17.1034482758621,"W","01","W","08"
2003,138,41,"Tulsa","Wisconsin",1409,1458,"B",73.5161290322581,70.7241379310345,26.3870967741935,25.0344827586207,57.0322580645161,53.8965517241379,6.64516129032258,6.24137931034483,18.3225806451613,17.3793103448276,14.0967741935484,14.4137931034483,19.3870967741935,19.448275862069,11.1612903225806,10.3103448275862,25.8064516129032,22.551724137931,14.7741935483871,13.3103448275862,14.3225806451613,10.5172413793103,7.58064516129032,6.96551724137931,5,2.82758620689655,17.3225806451613,14.8275862068966,"Y","13","Y","05"
2003,139,42,"Auburn","Wake Forest",1120,1448,"A",70.1,78.4137931034483,25.7,26.1379310344828,54.7,57.2413793103448,5.63333333333333,6.10344827586207,16.3333333333333,17.7241379310345,13.0666666666667,20.0344827586207,19.7333333333333,26.6206896551724,11.9333333333333,14.7586206896552,22.5666666666667,26.9310344827586,13.4,14.5862068965517,15.9,15.1034482758621,8.03333333333333,6.41379310344828,4.96666666666667,4.37931034482759,16.3666666666667,18.4827586206897,"W","10","W","02"
2003,139,43,"Butler","Louisville",1139,1257,"A",68.5862068965517,81.8333333333333,24.0689655172414,27.9666666666667,50.6551724137931,60.8333333333333,8.48275862068965,8.43333333333333,21.8620689655172,23.4,11.9655172413793,17.4666666666667,16.551724137931,25.1,7.82758620689655,13.2,20.3793103448276,25.1,12.9655172413793,16.6,10.4137931034483,13.3666666666667,6.3448275862069,7.2,1.86206896551724,4.73333333333333,16.0689655172414,22.6666666666667,"W","12","W","04"
2003,139,44,"Kentucky","Utah",1246,1428,"A",77.53125,66.7333333333333,28.46875,23.1666666666667,58.40625,50.7333333333333,5.90625,7.16666666666667,16.59375,18.7666666666667,14.6875,13.2333333333333,20.78125,18.8,12.875,10.1333333333333,24.15625,23.2,16.1875,13.2,14.0625,12.7,7.8125,4.66666666666667,5.09375,3.76666666666667,17.375,20.1,"Y","01","Y","09"
2003,139,45,"Maryland","Xavier",1268,1462,"A",80.7857142857143,78.2333333333333,29.4285714285714,26.8,63.3571428571429,59.2,6.75,6.43333333333333,16.9642857142857,17.7666666666667,15.1785714285714,18.2,21.5714285714286,24.3666666666667,13.75,13.9333333333333,26.75,25.5,18.8928571428571,16.4,14.1071428571429,13.0333333333333,10.8928571428571,5.46666666666667,6.60714285714286,3.03333333333333,19,15.7666666666667,"X","06","X","03"
2003,139,46,"Michigan St","Florida",1277,1196,"A",67.2258064516129,75.9032258064516,23.0322580645161,26.9354838709677,51.0967741935484,56.5161290322581,4.90322580645161,8.67741935483871,13.3870967741935,22.1290322580645,16.258064516129,13.3548387096774,22.1290322580645,18.9354838709677,10.6774193548387,10.8064516129032,24.258064516129,24.258064516129,13.6129032258065,16.4193548387097,14.5483870967742,13.3870967741935,6.38709677419355,7.7741935483871,3.70967741935484,4.09677419354839,20.0322580645161,16.9032258064516,"X","07","X","02"
2003,139,47,"Indiana","Pittsburgh",1231,1338,"B",70.53125,74.6,23.4375,26.8666666666667,54.9375,53.5,7.53125,6.36666666666667,21.625,17.7666666666667,16.125,14.5,22.625,22.8,11.21875,11.3,25.625,25.3666666666667,13.8125,17.7666666666667,11.5,15.1,4.4375,8.06666666666667,5.34375,4.1,18.0625,17.9666666666667,"Y","07","Y","02"
2003,139,48,"Syracuse","Oklahoma St",1393,1329,"A",80.1034482758621,68.7241379310345,29.2413793103448,24.6551724137931,62.2068965517241,55.4137931034483,5.24137931034483,4.86206896551724,15.8620689655172,12.9655172413793,16.3793103448276,14.551724137931,23.6206896551724,22.3448275862069,14.3103448275862,12.3793103448276,26.8965517241379,24.0689655172414,14.9655172413793,12.2413793103448,13.6206896551724,14.6551724137931,8.31034482758621,8.79310344827586,7.27586206896552,5.58620689655172,16.5862068965517,20.1379310344828,"W","03","W","06"
2003,139,49,"Texas","Purdue",1400,1345,"A",78.8571428571429,71.75,28,23.75,62.4285714285714,54.3928571428571,5.85714285714286,5.10714285714286,16.7857142857143,15.5,17,19.1428571428571,23.7857142857143,25.5,16.1785714285714,10.3928571428571,26.1428571428571,23.4642857142857,14.5,12.25,13.4285714285714,13.8214285714286,6.39285714285714,7.17857142857143,3.85714285714286,2.92857142857143,20.3571428571429,19.8214285714286,"X","01","X","09"
2003,143,50,"Notre Dame","Arizona",1323,1112,"B",80.0967741935484,85.2142857142857,27.2258064516129,30.3214285714286,60.6774193548387,65.7142857142857,8.29032258064516,7.03571428571429,21.7741935483871,20.0714285714286,17.3548387096774,17.5357142857143,22.8387096774194,25,11.3870967741935,15.1785714285714,26.8709677419355,27.6428571428571,16.9032258064516,17.6428571428571,12.7741935483871,14.7857142857143,7.45161290322581,8.46428571428571,5.64516129032258,4.21428571428571,16.2258064516129,17.75,"Z","05","Z","01"
2003,143,51,"Duke","Kansas",1181,1242,"B",81.9666666666667,81.3333333333333,27.3666666666667,30.2333333333333,60.3333333333333,62.3,7.33333333333333,4.8,20.6,14.1333333333333,19.9,16.0666666666667,28.0666666666667,24.1333333333333,13.7666666666667,14.3,23.1,26.9,13.8333333333333,16.7333333333333,14.0333333333333,14.9,8.5,10.1333333333333,5.13333333333333,4.9,21.2666666666667,16.7,"Z","03","Z","02"
2003,143,52,"Wisconsin","Kentucky",1458,1246,"B",70.7241379310345,77.53125,25.0344827586207,28.46875,53.8965517241379,58.40625,6.24137931034483,5.90625,17.3793103448276,16.59375,14.4137931034483,14.6875,19.448275862069,20.78125,10.3103448275862,12.875,22.551724137931,24.15625,13.3103448275862,16.1875,10.5172413793103,14.0625,6.96551724137931,7.8125,2.82758620689655,5.09375,14.8275862068966,17.375,"Y","05","Y","01"
2003,143,53,"Marquette","Pittsburgh",1266,1338,"A",78.3928571428571,74.6,27.2142857142857,26.8666666666667,56.25,53.5,5.78571428571429,6.36666666666667,15.25,17.7666666666667,18.1785714285714,14.5,23.6071428571429,22.8,13.1071428571429,11.3,24.0714285714286,25.3666666666667,16.3214285714286,17.7666666666667,13.5714285714286,15.1,6,8.06666666666667,3.64285714285714,4.1,18.6428571428571,17.9666666666667,"Y","03","Y","02"
2003,144,54,"Michigan St","Maryland",1277,1268,"A",67.2258064516129,80.7857142857143,23.0322580645161,29.4285714285714,51.0967741935484,63.3571428571429,4.90322580645161,6.75,13.3870967741935,16.9642857142857,16.258064516129,15.1785714285714,22.1290322580645,21.5714285714286,10.6774193548387,13.75,24.258064516129,26.75,13.6129032258065,18.8928571428571,14.5483870967742,14.1071428571429,6.38709677419355,10.8928571428571,3.70967741935484,6.60714285714286,20.0322580645161,19,"X","07","X","06"
2003,144,55,"Oklahoma","Butler",1328,1139,"A",71.1666666666667,68.5862068965517,25.2666666666667,24.0689655172414,56.5333333333333,50.6551724137931,7.46666666666667,8.48275862068965,18.9666666666667,21.8620689655172,13.1666666666667,11.9655172413793,18.6,16.551724137931,12.1333333333333,7.82758620689655,24.9666666666667,20.3793103448276,14.1666666666667,12.9655172413793,11.8,10.4137931034483,6.93333333333333,6.3448275862069,3.76666666666667,1.86206896551724,18.6,16.0689655172414,"W","01","W","12"
2003,144,56,"Syracuse","Auburn",1393,1120,"A",80.1034482758621,70.1,29.2413793103448,25.7,62.2068965517241,54.7,5.24137931034483,5.63333333333333,15.8620689655172,16.3333333333333,16.3793103448276,13.0666666666667,23.6206896551724,19.7333333333333,14.3103448275862,11.9333333333333,26.8965517241379,22.5666666666667,14.9655172413793,13.4,13.6206896551724,15.9,8.31034482758621,8.03333333333333,7.27586206896552,4.96666666666667,16.5862068965517,16.3666666666667,"W","03","W","10"
2003,144,57,"Texas","Connecticut",1400,1163,"A",78.8571428571429,80.0333333333333,28,29.5333333333333,62.4285714285714,62.2,5.85714285714286,6.06666666666667,16.7857142857143,15.7,17,14.9,23.7857142857143,22.1,16.1785714285714,14.7666666666667,26.1428571428571,27.9,14.5,15.6333333333333,13.4285714285714,15.8,6.39285714285714,5.93333333333333,3.85714285714286,7.73333333333333,20.3571428571429,18.4,"X","01","X","05"
